,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_basement,year_since_1st_renovation,city,statezip,price
1054,4.0,2.0,2030,8120,2.0,0,0,3,0,105,35,71,199000.0
1055,3.0,1.75,1380,7350,1.0,0,0,3,390,113,9,26,195000.0
1056,4.0,3.25,3660,5800,2.5,0,0,3,300,95,35,53,1506000.0
1057,3.0,2.25,1870,3230,2.0,0,0,3,0,97,32,34,288400.0
1058,4.0,2.25,2080,12007,1.0,0,0,4,860,79,33,42,442000.0
1059,4.0,2.75,2450,14803,2.0,0,0,4,0,88,25,37,619420.0
1060,4.0,2.25,2750,6180,1.0,0,0,4,1250,48,35,57,635000.0
1061,3.0,1.0,1240,4842,1.0,0,0,4,0,16,35,57,210000.0
1062,3.0,2.5,1900,7604,2.0,0,0,3,0,109,19,21,512500.0
1063,3.0,2.5,2540,6093,2.0,0,0,3,0,99,19,22,567000.0
1064,3.0,2.75,2100,10362,2.0,0,0,3,590,106,39,39,525000.0
1065,4.0,2.0,1790,2250,1.0,0,2,4,950,89,35,47,475000.0
1066,3.0,2.0,1170,7258,1.0,0,0,3,0,84,1,0,250000.0
1067,3.0,1.0,1060,9126,1.0,0,2,5,0,56,12,12,220000.0
1068,5.0,2.0,1930,6120,1.5,0,0,3,0,69,35,65,230000.0
1069,3.0,2.0,1540,7947,1.0,0,0,3,420,104,5,9,385500.0
1070,5.0,3.0,2876,13927,1.0,0,2,4,906,73,23,25,895000.0
1071,3.0,2.5,2150,7484,2.0,0,0,3,0,100,33,42,368250.0
1072,2.0,1.0,1140,5500,1.0,0,0,3,0,112,35,49,249900.0
1073,3.0,1.5,980,7790,1.0,0,0,5,0,69,19,22,350000.0
1074,3.0,1.75,1230,13056,1.0,0,0,4,0,62,1,0,175000.0
1075,3.0,1.75,1390,10905,1.0,0,0,3,530,100,35,49,270000.0
1076,3.0,3.5,2380,6250,2.0,0,3,3,710,97,35,57,495000.0
1077,3.0,3.25,3690,7200,2.0,0,0,3,0,107,19,21,1580000.0
1078,5.0,3.25,3010,1074218,1.5,0,0,5,1000,31,16,15,542500.0
1079,3.0,1.0,1250,9126,1.0,0,0,3,0,110,42,44,330000.0
1080,4.0,2.75,2290,6120,2.0,0,0,4,120,93,35,54,1003000.0
1081,2.0,1.0,790,5240,1.0,0,0,4,0,68,35,57,299800.0
1082,3.0,2.5,2720,6014,2.0,0,0,3,0,102,1,45,299900.0
1083,4.0,2.75,2550,8632,1.0,0,0,3,850,102,19,21,691000.0
1084,2.0,1.0,1080,3899,1.0,0,0,4,0,72,10,73,195000.0
1085,3.0,1.75,2470,9620,1.0,0,1,4,900,62,10,73,405000.0
1086,2.0,0.75,850,7710,1.0,0,2,5,300,88,35,51,360000.0
1087,3.0,2.5,1990,8991,1.0,0,0,3,420,110,18,26,256750.0
1088,3.0,2.25,1800,10500,2.0,0,0,3,0,95,21,23,332500.0
1089,5.0,4.0,4850,36450,2.0,0,0,3,0,104,3,4,975000.0
1090,3.0,1.0,1020,7874,1.0,0,0,3,0,101,35,49,218000.0
1091,3.0,2.5,2420,49928,2.0,0,0,3,560,85,16,15,429000.0
1092,4.0,2.5,2910,5776,2.0,0,2,3,0,106,38,38,589000.0
1093,3.0,1.5,1060,9039,1.0,0,0,3,0,113,32,36,255000.0
1094,4.0,2.5,2340,6420,1.0,0,2,3,750,100,36,70,668750.0
1095,4.0,2.75,1800,5453,1.0,0,0,3,750,102,32,33,344500.0
1096,4.0,2.0,1660,6150,1.0,0,0,3,810,110,35,61,452000.0
1097,3.0,1.75,1300,62290,1.0,0,0,3,0,109,31,32,540000.0
1098,3.0,1.5,1780,23819,1.0,0,0,3,0,53,35,69,246000.0
1099,2.0,1.0,1030,4841,1.0,0,0,3,110,69,35,47,535000.0
1100,4.0,3.25,2790,5420,1.0,0,3,3,1660,113,36,70,970000.0
1101,3.0,1.0,1150,3000,1.0,0,0,5,0,6,35,47,430000.0
1102,4.0,2.5,3290,11446,2.0,0,0,3,0,92,17,16,520000.0
1103,4.0,2.5,3400,247421,2.0,0,0,3,0,101,30,30,712000.0
1104,2.0,1.0,1200,4000,1.0,0,0,3,130,96,35,61,450000.0
1105,4.0,2.5,2160,8005,2.0,0,0,3,0,93,28,28,220000.0
1106,3.0,1.0,1450,4000,1.0,0,1,4,500,48,35,57,525000.0
1107,4.0,2.5,3240,3600,2.0,0,0,3,1180,108,35,52,1220000.0
1108,3.0,2.0,1470,1691,2.0,0,0,3,470,107,35,54,540000.0
1109,4.0,2.5,2360,5226,2.0,0,0,3,0,101,19,22,600000.0
1110,3.0,2.25,2230,9053,2.0,0,0,4,0,87,3,6,600000.0
1111,4.0,2.5,2630,48706,2.0,0,0,3,0,86,42,41,625000.0
1112,3.0,1.0,1010,25000,1.0,0,0,3,0,63,7,10,150000.0
1113,3.0,2.25,1445,1471,2.0,0,0,3,145,103,16,15,389999.0
1114,3.0,1.75,2380,6000,1.5,0,0,3,1060,74,35,71,285000.0
1115,4.0,2.75,2830,13059,2.0,0,0,3,0,106,33,43,744000.0
1116,4.0,2.5,3010,46173,2.0,0,0,3,0,96,31,32,700000.0
1117,4.0,2.25,2000,9000,1.0,0,0,4,0,100,14,13,318989.0
1118,3.0,2.25,2020,3600,2.0,0,0,3,0,106,19,21,556000.0
1119,3.0,2.5,2030,6326,2.0,0,0,3,0,93,21,23,275000.0
1120,3.0,2.75,2550,11160,2.0,0,0,3,0,94,36,67,430000.0
1121,2.0,1.0,970,13700,1.0,0,0,3,0,98,35,49,300000.0
1122,3.0,1.75,1540,12446,1.0,0,0,5,0,67,16,15,396450.0
1123,2.0,1.0,1396,111949,1.0,0,0,3,0,97,31,32,225000.0
1124,4.0,3.25,2780,7875,2.0,0,0,3,0,106,35,62,700000.0
1125,6.0,2.0,2220,8797,1.0,0,0,3,0,104,1,1,260000.0
1126,4.0,3.5,2350,13402,2.0,0,3,3,680,94,19,21,655000.0
1127,3.0,2.25,2760,40946,2.0,0,0,5,0,78,3,4,1185000.0
1128,3.0,2.5,4460,26027,2.0,0,0,3,0,92,19,21,1550000.0
1129,3.0,2.0,1440,4421,1.0,0,0,3,0,107,31,32,413800.0
1130,5.0,3.75,5330,6000,2.0,0,2,3,1760,106,16,15,950000.0
1131,4.0,2.5,2220,4228,2.0,0,0,3,0,114,35,65,334990.0
1132,5.0,4.75,5305,8401,2.0,0,2,3,1560,105,19,21,2700000.0
1133,3.0,4.0,3880,13095,2.0,0,3,3,180,109,19,22,1030000.0
1134,4.0,3.25,3810,8519,1.0,0,1,3,1130,107,19,21,1130000.0
1135,3.0,3.0,1960,1168,2.0,0,0,3,360,107,16,17,556000.0
1136,3.0,2.5,1530,1131,3.0,0,0,3,0,109,35,47,360000.0
1137,4.0,2.25,3250,34293,2.0,0,0,4,0,83,18,26,480000.0
1138,3.0,2.5,1750,7208,2.0,0,0,3,0,94,32,33,324000.0
1139,4.0,3.25,3440,35021,2.0,0,0,3,0,109,19,21,1050000.0
1140,1.0,0.75,1170,14149,1.0,0,0,5,290,62,12,12,275000.0
1141,3.0,1.0,870,5330,1.0,0,0,3,0,114,9,26,180000.0
1142,4.0,2.5,2930,18199,2.0,0,0,3,0,106,33,43,749000.0
1143,3.0,2.5,3160,12824,1.0,0,2,4,1340,66,3,3,1600000.0
1144,2.0,1.0,800,3330,1.0,0,0,3,0,18,35,50,373500.0
1145,4.0,2.5,2350,8001,2.0,0,0,4,0,87,3,5,770000.0
1146,2.0,1.75,1060,16470,1.0,0,0,3,0,104,42,41,356000.0
1147,3.0,1.75,2060,12558,1.0,0,0,4,710,84,31,31,625000.0
1148,2.0,1.75,1560,1750,1.0,0,0,4,780,4,35,52,494400.0
1149,4.0,1.75,3000,42200,1.0,0,3,3,1500,105,32,34,585000.0
1150,3.0,1.5,1660,4800,2.0,0,0,3,0,83,35,58,926300.0
1151,3.0,1.75,1650,5100,1.0,0,0,5,610,8,35,54,600000.0
1152,4.0,3.0,3220,8936,2.0,0,0,3,770,109,18,19,430000.0
1153,3.0,1.5,2320,7500,1.0,0,0,3,0,76,11,11,307000.0
1154,4.0,2.75,2750,14982,1.0,0,3,3,1030,113,10,73,604700.0
1155,3.0,1.0,910,6000,1.0,0,0,2,0,56,35,65,219900.0
1156,2.0,1.5,840,867,2.0,0,0,3,0,105,35,54,270000.0
1157,3.0,2.25,1470,1578,2.0,0,0,3,380,107,35,63,432000.0
1158,6.0,2.0,2040,10812,1.0,0,0,4,0,43,32,34,300000.0
1159,3.0,1.0,1100,4046,1.5,0,4,4,0,22,10,73,361000.0
1160,2.0,1.0,940,8532,1.0,0,0,4,0,59,6,68,249950.0
1161,3.0,2.0,1110,10500,1.0,0,0,5,0,78,27,27,320000.0
1162,4.0,1.75,2200,8100,1.5,0,0,5,800,42,35,69,305000.0
1163,2.0,1.75,2860,59612,1.0,1,4,3,1350,103,14,13,503000.0
1164,2.0,1.0,740,11250,1.0,0,0,2,0,38,35,65,235750.0
1165,4.0,1.75,2740,8520,1.0,0,2,3,1370,105,35,57,657000.0
1166,3.0,1.0,1250,7300,1.0,0,0,4,0,56,3,7,385000.0
1167,4.0,2.5,3140,8060,2.0,0,0,3,0,91,14,13,389950.0
1168,2.0,1.0,820,10270,1.0,0,0,3,0,105,35,69,150000.0
1169,4.0,2.75,2570,7264,2.0,0,0,3,850,106,1,45,254500.0
1170,4.0,2.25,2350,8140,1.0,0,0,4,920,77,3,5,555000.0
1171,4.0,3.0,3600,9200,1.0,0,4,4,1500,92,3,7,1075000.0
1172,4.0,2.0,1580,8000,1.0,0,0,3,540,111,14,2,245000.0
1173,2.0,1.0,1070,5824,1.0,0,2,5,0,49,35,71,319950.0
1174,3.0,1.0,1070,6109,1.0,0,0,5,0,51,35,60,337000.0
1175,4.0,2.0,1640,5000,2.0,0,0,3,0,83,35,50,492000.0
1176,3.0,2.75,2890,12130,2.0,0,3,4,60,87,19,21,1170000.0
1177,3.0,1.0,1220,7876,1.0,0,0,3,0,63,19,22,348580.0
1178,2.0,1.0,1400,4500,1.0,0,0,3,500,108,32,35,180000.0
1179,3.0,1.0,1040,6250,1.0,0,0,3,0,99,35,63,400000.0
1180,4.0,2.0,980,10640,1.0,0,0,5,0,78,27,27,295000.0
1181,4.0,3.25,3340,10890,1.5,0,0,3,1100,100,31,31,910000.0
1182,6.0,4.5,6040,219542,2.0,0,0,3,1940,96,16,17,1150000.0
1183,3.0,3.5,1900,1612,2.0,0,0,3,470,108,35,63,431500.0
1184,4.0,1.5,1740,7292,1.0,0,0,3,720,103,34,69,180000.0
1185,3.0,2.0,2000,3207,1.0,0,0,4,900,16,35,47,677000.0
1186,3.0,1.75,1610,7200,1.0,0,0,3,520,113,35,53,1180500.0
1187,4.0,2.5,3240,13978,1.0,0,0,3,1380,104,33,42,635700.0
1188,5.0,2.25,2230,9600,1.0,0,0,3,910,78,42,44,482000.0
1189,2.0,2.5,1160,2174,2.0,0,0,3,0,106,35,49,168000.0
1190,4.0,2.75,2410,6000,1.0,0,0,5,1000,50,35,50,805000.0
1191,2.0,1.0,590,10945,1.5,0,0,3,0,109,4,8,398000.0
1192,4.0,2.5,2600,17388,2.0,0,0,3,0,96,25,37,665000.0
1193,4.0,3.0,2170,8240,1.0,0,0,4,800,68,31,31,592500.0
1194,4.0,2.75,2080,4000,1.5,0,0,3,0,100,35,50,940000.0
1195,4.0,2.5,2860,12394,2.0,0,0,3,0,99,33,43,655000.0
1196,4.0,2.5,2980,8107,2.0,0,0,3,0,100,38,38,622500.0
1197,2.0,2.5,1230,987,2.0,0,0,3,170,111,35,64,380000.0
1198,4.0,1.75,2260,7005,1.0,0,1,4,1130,88,19,21,648360.0
1199,3.0,2.75,2200,14925,1.0,0,0,3,1100,82,31,32,432000.0
1200,4.0,2.5,3030,12590,1.5,0,0,4,0,88,3,3,1050000.0
1201,2.0,1.0,1060,1600,2.0,0,0,3,0,114,35,64,353250.0
1202,4.0,3.0,4260,18687,2.0,0,0,3,0,96,33,43,1000000.0
1203,3.0,2.25,998,844,2.0,0,0,3,200,107,35,56,320000.0
1204,4.0,2.5,2052,3723,2.0,0,0,3,0,114,14,2,349900.0
1205,4.0,3.5,3150,6202,2.0,0,0,3,0,105,18,26,330000.0
1206,3.0,2.25,1950,7221,1.0,0,0,4,0,106,34,72,408000.0
1207,3.0,2.25,1347,1292,3.0,0,0,3,0,110,35,60,321000.0
1208,4.0,3.75,3860,5474,2.5,0,0,3,0,107,16,17,1051000.0
1209,4.0,5.5,5060,10320,2.0,0,0,3,0,108,3,3,2150000.0
1210,3.0,1.5,1360,885,3.0,0,0,3,0,108,35,47,359000.0
1211,5.0,2.5,2760,6000,2.0,0,0,3,0,106,35,51,300000.0
1212,5.0,3.5,2420,4670,2.0,0,0,3,0,23,35,57,380000.0
1213,3.0,2.5,2450,4332,2.0,0,0,3,0,110,31,32,660000.0
1214,3.0,2.25,1280,959,3.0,0,0,3,0,105,35,47,355000.0
1215,3.0,2.5,1550,3569,2.0,0,0,3,0,111,1,1,259000.0
1216,1.0,1.0,550,1279,2.0,0,0,3,0,108,35,59,353000.0
1217,2.0,2.5,1520,1588,2.0,0,0,3,280,107,35,64,430000.0
1218,3.0,1.0,1670,4005,1.5,0,0,4,500,89,35,56,460000.0
1219,1.0,0.75,430,5050,1.0,0,0,2,0,12,7,10,80000.0
1220,4.0,2.5,2380,9614,2.0,0,0,4,0,91,3,5,782000.0
1221,3.0,1.0,960,9633,1.0,0,0,5,0,82,12,12,218000.0
1222,3.0,1.0,1920,6862,1.0,0,2,3,800,108,35,57,325000.0
1223,4.0,3.0,3680,5854,1.0,0,3,3,1620,111,35,74,980000.0
1224,4.0,2.25,2530,9200,1.0,0,0,5,960,76,3,5,902000.0
1225,5.0,2.5,3840,16905,2.0,0,0,3,0,91,14,13,556000.0
1226,3.0,1.75,1240,3600,1.5,0,0,5,0,26,35,55,662990.0
1227,2.0,1.0,1300,11867,1.5,0,0,4,0,75,30,30,225000.0
1228,4.0,2.5,2380,12067,2.0,0,0,3,0,102,32,37,439950.0
1229,2.0,1.0,1300,44431,1.0,0,0,5,0,58,1,0,175000.0
1230,2.0,1.0,780,13500,1.0,0,0,4,0,89,42,44,306000.0
1231,4.0,2.5,1810,39639,1.0,0,0,3,580,114,18,26,235000.0
1232,3.0,1.75,2420,12676,2.0,0,0,3,0,86,27,27,399500.0
1233,3.0,1.0,1280,2580,1.5,0,0,3,0,114,35,54,478000.0
1234,2.0,1.0,1680,6500,1.0,0,0,4,540,98,35,63,515000.0
1235,3.0,2.5,2510,5400,2.0,0,0,3,0,92,32,34,550000.0
1236,3.0,1.0,1700,8645,1.0,0,0,3,0,105,35,65,149000.0
1237,3.0,1.75,1680,3420,1.0,0,0,3,720,92,35,54,526000.0
1238,1.0,0.75,820,59677,1.0,0,0,3,0,99,38,38,527550.0
1239,3.0,4.0,4380,42769,2.0,0,0,5,0,83,31,31,1050000.0
1240,3.0,2.5,2600,10092,1.0,0,0,3,0,84,33,42,625000.0
1241,5.0,3.25,3400,7452,2.0,0,0,3,0,99,3,6,950000.0
1242,5.0,1.75,2120,8399,1.0,0,0,4,800,82,36,62,377691.0
1243,4.0,2.75,2250,5700,1.0,0,0,3,1050,94,35,52,648475.0
1244,3.0,1.0,1800,5612,1.0,0,0,4,600,82,35,61,383000.0
1245,3.0,2.5,2210,7620,2.0,0,0,3,0,94,31,31,535000.0
1246,3.0,2.0,1560,4080,2.0,0,0,3,0,82,35,54,449950.0
1247,4.0,2.75,2430,20720,1.0,0,0,3,0,111,42,41,465425.0
1248,4.0,2.5,2560,36601,2.0,0,0,4,0,87,33,43,675000.0
1249,3.0,2.75,1960,2500,1.5,0,0,5,550,26,35,47,599000.0
1250,3.0,1.5,1110,9762,1.0,0,0,4,0,63,31,31,416000.0
1251,2.0,1.5,1030,4500,1.0,0,0,3,200,111,35,52,595000.0
1252,4.0,1.0,1350,11507,1.0,0,0,3,0,63,32,33,200000.0
1253,3.0,2.0,1540,1827,2.0,0,0,3,0,105,16,17,402000.0
1254,4.0,1.75,1830,9600,1.0,0,0,4,820,66,3,5,433000.0
1255,4.0,1.5,1930,15531,2.0,0,0,3,0,114,14,2,275000.0
1256,3.0,2.0,1650,9641,1.5,0,0,3,0,109,19,22,410000.0
1257,4.0,2.0,3510,12905,1.0,0,2,3,1300,82,6,68,554820.0
1258,4.0,3.0,3370,7920,1.0,0,3,3,1510,100,35,56,1325000.0
1259,3.0,2.5,2390,9157,2.0,0,0,3,0,84,31,31,735000.0
1260,3.0,1.0,1230,8114,1.0,0,0,4,0,99,3,3,607000.0
1261,4.0,3.0,2830,213879,2.0,0,0,4,0,87,1,45,549900.0
1262,3.0,1.75,1620,7540,1.0,0,0,3,310,100,21,23,258000.0
1263,4.0,4.0,2290,6250,1.5,0,0,5,600,40,35,55,661254.0
1264,4.0,2.0,2840,13367,1.0,0,0,3,1420,108,8,3,945000.0
1265,4.0,3.5,4220,196817,2.0,0,0,3,0,93,1,45,799950.0
1266,3.0,1.0,1080,10500,1.0,0,0,3,0,111,1,0,132500.0
1267,3.0,1.75,1620,8645,1.0,0,0,3,430,113,31,31,467100.0
1268,4.0,3.5,4390,11600,2.0,0,3,3,1330,109,23,25,1610000.0
1269,3.0,1.75,1620,3975,1.0,0,0,5,680,26,35,56,641000.0
1270,3.0,1.0,1010,11244,1.0,0,0,4,0,88,36,67,350000.0
1271,4.0,2.5,1750,8476,1.0,0,0,4,510,83,32,36,335000.0
1272,3.0,3.5,4080,217697,1.5,0,3,3,0,100,1,45,900000.0
1273,4.0,2.5,2560,10400,1.0,0,0,4,1280,65,16,15,440000.0
1274,3.0,1.75,1120,5500,1.5,0,0,4,0,68,35,63,464600.0
1275,4.0,3.5,4740,172497,2.0,0,0,3,0,103,31,32,1200000.0
1276,2.0,1.0,1340,7788,1.0,0,2,3,0,112,35,71,300000.0
1277,4.0,2.0,1590,6750,1.0,0,0,3,0,94,35,46,670500.0
1278,3.0,1.0,1430,5000,1.0,0,0,4,350,85,35,54,552000.0
1279,4.0,1.0,1450,8960,1.0,0,0,3,0,102,35,65,244000.0
1280,4.0,2.75,3500,7200,2.0,0,0,3,0,105,31,32,788600.0
1281,3.0,2.0,1630,8702,1.0,0,0,3,0,100,32,34,445000.0
1282,4.0,1.75,1814,5000,1.0,0,0,4,870,99,35,54,530000.0
1283,2.0,1.0,580,7500,1.0,0,0,3,0,102,35,71,90000.0
1284,3.0,2.0,1670,4572,1.5,0,0,3,0,31,35,56,585000.0
1285,2.0,2.0,1140,8282,1.0,0,0,3,0,109,19,21,498000.0
1286,2.0,1.0,800,6380,1.0,0,2,3,0,96,35,54,379000.0
1287,3.0,1.75,1300,2580,1.0,0,0,5,480,34,35,54,462000.0
1288,4.0,2.5,2440,7155,2.0,0,0,3,0,93,32,36,388000.0
1289,3.0,2.0,1490,8371,1.5,0,0,3,0,84,18,19,255000.0
1290,3.0,2.75,1800,9550,1.0,0,0,4,480,66,3,5,665000.0
1291,3.0,2.0,1830,9152,1.0,0,0,5,0,59,3,5,550000.0
1292,3.0,1.0,1500,3920,1.0,0,0,3,500,112,35,50,606000.0
1293,4.0,2.5,2210,6080,1.0,0,2,4,800,65,35,71,334000.0
1294,3.0,2.0,1270,1323,3.0,0,0,3,0,106,35,47,360000.0
1295,2.0,1.0,1140,1730,1.5,0,0,3,130,107,35,61,235000.0
1296,3.0,2.5,1620,1173,3.0,0,4,3,150,108,35,47,580000.0
1297,3.0,2.0,1220,1186,3.0,0,0,3,0,107,35,47,355000.0
1298,2.0,2.5,750,1430,2.0,0,0,3,0,106,35,59,375000.0
1299,4.0,1.75,1960,9300,1.0,0,0,5,620,79,27,27,372000.0
1300,3.0,1.0,1370,3000,1.5,0,0,3,0,111,35,47,479000.0
1301,5.0,4.0,4580,4443,3.0,1,4,3,0,103,33,43,2000000.0
1302,4.0,4.25,5584,68257,2.0,0,0,3,0,106,7,10,1680000.0
1303,2.0,1.0,1010,4320,1.0,0,0,5,0,56,35,54,501000.0
1304,3.0,1.75,1260,6908,1.0,0,0,3,0,94,21,23,245000.0
1305,3.0,2.5,1740,5782,2.0,0,0,4,0,89,16,17,496700.0
1306,4.0,1.5,2670,10026,2.0,0,0,3,0,96,1,45,347000.0
1307,2.0,1.0,720,7200,1.0,0,0,5,0,43,32,36,199000.0
1308,3.0,2.5,2460,4399,2.0,0,0,3,0,107,38,38,440500.0
1309,4.0,2.5,3670,7000,2.0,0,0,3,0,105,33,43,820000.0
1310,4.0,3.5,2630,3435,1.5,0,3,3,990,84,34,72,325000.0
1311,3.0,1.75,1570,8459,1.0,0,0,3,0,91,12,12,195000.0
1312,3.0,3.0,2980,28000,1.0,0,0,3,1160,113,31,31,675000.0
1313,3.0,2.5,1560,4200,2.0,0,0,3,0,103,21,23,295000.0
1314,3.0,2.5,1620,7410,1.0,0,0,5,0,55,36,62,355300.0
1315,3.0,1.0,1140,5000,1.0,0,0,3,0,112,35,49,276000.0
1316,2.0,1.5,2730,19877,1.0,0,0,4,1160,92,11,11,460000.0
1317,3.0,2.0,2130,35169,1.0,0,0,4,0,89,42,41,880000.0
1318,3.0,2.5,1780,4050,2.0,0,0,3,0,101,36,67,370000.0
1319,4.0,2.5,2100,3916,2.0,0,0,3,0,109,32,36,346000.0
1320,3.0,1.0,1140,8800,1.0,0,0,3,0,102,1,0,172500.0
1321,3.0,1.5,1690,9144,1.0,0,0,4,550,56,17,16,379950.0
1322,2.0,1.0,1160,6000,1.0,0,0,4,300,82,35,54,468000.0
1323,4.0,2.75,1720,6270,2.0,0,0,3,0,78,35,57,477000.0
1324,3.0,1.0,1210,3328,1.5,0,0,4,0,24,35,50,529000.0
1325,3.0,1.5,1255,1374,3.0,0,0,3,0,103,35,60,312000.0
1326,2.0,1.0,880,7683,1.0,0,0,3,0,99,35,70,326100.0
1327,3.0,1.0,1050,9206,1.5,0,0,3,0,105,35,60,360000.0
1328,3.0,1.75,1650,12940,1.0,0,0,4,0,101,17,16,438000.0
1329,3.0,1.0,1570,9467,1.0,0,0,3,0,105,36,70,360000.0
1330,4.0,2.5,2920,7200,1.0,0,3,3,1450,106,35,64,1050000.0
1331,4.0,3.0,3000,4000,1.5,0,3,3,1030,114,35,64,688000.0
1332,3.0,1.75,1850,7735,1.0,0,0,4,0,83,16,15,585000.0
1333,3.0,2.5,1440,7741,1.0,0,0,4,440,83,18,19,265000.0
1334,3.0,1.75,1440,8775,1.0,0,0,3,0,113,19,22,375000.0
1335,3.0,1.0,1810,12375,2.0,0,0,3,0,114,42,41,326500.0
1336,2.0,1.0,1180,9350,1.0,0,0,3,0,18,35,71,160000.0
1337,4.0,3.75,3070,5850,2.0,0,0,5,670,27,35,53,1570000.0
1338,5.0,2.75,3390,5211,2.0,0,0,3,0,103,33,43,735000.0
1339,2.0,1.0,1470,6120,1.0,0,0,2,0,40,35,54,400000.0
1340,4.0,2.5,2680,7200,1.0,0,0,3,1300,113,19,21,800000.0
1341,4.0,2.25,2290,10687,2.0,0,0,3,0,78,3,3,949880.0
1342,3.0,1.75,1980,8100,1.0,0,0,4,670,85,36,62,405000.0
1343,4.0,2.5,2870,9292,2.0,0,0,3,330,114,32,36,399000.0
1344,3.0,2.0,1840,4750,1.0,0,0,5,830,51,35,56,730001.0
1345,4.0,3.25,4060,13000,2.0,0,3,3,0,100,23,25,1795000.0
1346,3.0,2.0,1630,8018,1.0,0,0,3,0,103,28,28,260000.0
1347,2.0,2.0,1880,5400,1.5,0,0,3,0,2,35,53,751750.0
1348,3.0,1.75,1780,13095,1.0,0,0,4,0,83,18,26,325000.0
1349,4.0,2.0,2330,6250,1.0,0,0,4,930,98,18,18,344950.0
1350,3.0,1.75,1840,4030,1.0,0,0,5,790,25,35,51,457500.0
1351,5.0,2.0,2330,10750,1.0,0,0,4,1140,62,17,16,389000.0
1352,4.0,2.5,3200,6473,2.0,0,0,3,0,105,32,37,515000.0
1353,3.0,2.5,2330,1987,2.0,0,4,3,920,103,35,50,732000.0
1354,3.0,2.25,1950,8868,1.0,0,0,3,600,100,36,67,415000.0
1355,4.0,3.5,3080,4815,2.0,0,3,3,780,109,35,74,1655000.0
1356,2.0,1.0,1040,5527,1.0,0,0,3,0,94,35,54,535000.0
1357,4.0,4.25,1960,3565,2.0,0,0,3,0,103,35,55,540000.0
1358,5.0,3.0,2750,3800,1.5,0,0,5,1000,26,35,54,525000.0
1359,3.0,1.75,1930,36210,1.0,0,0,3,0,104,42,41,570000.0
1360,5.0,4.5,4850,40902,2.0,0,0,3,0,101,14,13,569950.0
1361,4.0,2.5,1982,6406,2.0,0,0,3,0,103,18,18,283200.0
1362,3.0,2.75,2640,4050,1.5,0,0,5,890,26,35,53,1100000.0
1363,4.0,2.5,1850,50662,1.0,0,0,3,420,78,31,31,830000.0
1364,4.0,2.25,1940,9144,1.0,0,0,4,510,56,3,6,495000.0
1365,5.0,3.0,2840,7199,1.0,0,0,3,1130,103,40,71,292050.0
1366,5.0,1.5,1900,10226,1.0,0,0,3,770,104,19,22,415000.0
1367,5.0,1.0,1410,6400,1.0,0,0,5,450,55,10,73,295832.0
1368,4.0,2.5,2520,8515,2.0,0,0,3,0,99,11,11,450000.0
1369,4.0,3.75,3160,9525,2.5,0,0,3,0,97,23,25,1381000.0
1370,4.0,3.0,3720,29043,2.0,0,0,3,0,91,19,21,857000.0
1371,3.0,3.5,1820,1501,2.0,0,0,3,390,114,35,64,499950.0
1372,3.0,2.0,1560,8640,1.0,0,0,5,0,67,19,22,465000.0
1373,3.0,1.0,1600,5952,1.0,0,0,4,450,64,35,49,329000.0
1374,3.0,2.0,1230,11502,1.0,0,0,4,0,84,31,31,475000.0
1375,3.0,1.0,960,8100,1.0,0,0,3,0,105,36,67,255000.0
1376,3.0,1.0,1270,4000,1.5,0,2,3,0,54,35,61,435000.0
1377,3.0,2.5,2810,7700,2.0,0,0,3,0,101,3,5,685000.0
1378,2.0,2.5,2160,5581,1.0,0,0,3,0,102,31,32,715000.0
1379,3.0,3.0,2520,2152,1.5,0,0,3,960,106,35,58,780000.0
1380,2.0,1.5,1180,844,2.0,0,0,3,190,105,35,64,345000.0
1381,4.0,2.25,1810,4970,2.0,0,0,3,0,103,32,37,355000.0
1382,3.0,2.5,1680,15711,1.0,0,0,3,440,94,18,19,282000.0
1383,3.0,1.0,910,5250,1.0,0,0,4,0,71,6,68,244000.0
1384,3.0,3.75,3250,5797,2.0,0,2,4,880,99,35,74,967500.0
1385,3.0,1.5,2000,7294,1.0,0,0,3,480,93,35,57,375000.0
1386,3.0,3.25,3790,19000,2.0,0,4,3,0,85,35,70,1600000.0
1387,3.0,1.75,2310,78844,1.0,0,0,3,550,104,16,15,527500.0
1388,3.0,2.25,2510,6339,1.5,0,2,5,700,102,35,74,994000.0
1389,3.0,1.75,1320,6205,1.0,0,0,5,0,85,36,62,313000.0
1390,3.0,2.25,2370,217800,2.0,0,0,3,0,114,31,32,587000.0
1391,3.0,1.0,900,7500,1.0,0,0,4,0,72,19,22,304000.0
1392,3.0,2.5,2540,7680,2.0,0,1,4,0,101,35,70,675000.0
1393,4.0,1.0,2100,9288,1.0,0,0,4,1050,68,32,36,305000.0
1394,3.0,1.0,1200,6250,1.0,0,0,3,280,102,35,69,280000.0
1395,5.0,4.0,3720,15200,2.0,0,0,3,0,105,33,43,960000.0
1396,3.0,2.25,1760,4539,2.0,0,0,3,0,100,16,17,500000.0
1397,3.0,1.75,1670,7415,1.0,0,0,3,350,100,9,26,274950.0
1398,3.0,2.5,2420,8252,2.0,0,0,3,0,106,38,38,455600.0
1399,5.0,3.0,3480,15185,2.0,0,0,4,0,64,23,25,970000.0
1400,4.0,2.5,1630,4473,2.0,0,0,3,0,103,21,23,312900.0
