,bedrooms,year_since_1st_renovation,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country,last_modification,have_basement
835,4.0,103,2.5,2340,8990,2.0,0,0,3,2340,0,2003,0,2156,21,23,0,2003,false
836,3.0,101,1.5,1170,4950,1.0,0,0,4,1170,0,1960,2001,1059,3,6,0,2001,false
837,2.0,37,1.0,1160,5000,1.0,0,0,4,1160,0,1937,0,4074,35,56,0,1937,false
838,3.0,110,3.0,1970,24318,1.0,0,0,3,1970,0,2010,0,1523,17,16,0,2010,false
839,5.0,91,4.25,6490,10862,2.0,0,3,4,3940,2550,1991,0,3118,23,25,0,1991,true
840,3.0,105,2.25,1410,1377,2.0,0,0,3,1290,120,2005,0,1672,16,15,0,2005,true
841,4.0,109,2.5,2430,5000,2.0,0,0,3,2430,0,2009,0,2877,38,38,0,2009,false
842,5.0,114,1.5,3360,5402,2.0,0,0,3,3360,0,2014,0,1821,33,42,0,2014,false
843,3.0,12,2.5,1480,1663,2.0,0,0,3,1180,300,2012,1912,3785,35,61,0,1912,true
844,5.0,109,2.5,3200,6455,2.0,0,0,3,3200,0,2009,0,3732,38,38,0,2009,false
845,3.0,108,2.5,2134,1984,2.5,0,0,3,2134,0,2008,0,2983,16,17,0,2008,false
846,3.0,107,3.25,1860,1787,3.0,0,0,3,1860,0,2007,0,1369,36,67,0,2007,false
847,4.0,108,3.0,5520,8313,2.0,0,3,3,3570,1950,2008,0,3294,3,5,0,2008,true
848,2.0,106,2.5,1310,1500,2.0,0,0,3,1160,150,2006,0,4376,35,59,0,2006,true
849,3.0,44,2.0,1700,4250,1.0,0,0,3,890,810,1944,0,1875,35,74,0,1944,true
850,3.0,86,2.5,2480,8342,2.0,0,0,3,2480,0,1986,0,1465,32,36,0,1986,false
851,5.0,94,2.5,1970,8605,2.0,0,0,4,1970,0,1994,0,3167,12,12,0,1994,false
852,4.0,85,2.5,2060,7475,1.0,0,0,3,1440,620,1985,0,828,31,31,0,1985,true
853,3.0,94,2.5,2130,3500,1.0,0,0,4,1210,920,1994,0,723,42,41,0,1994,true
854,3.0,100,2.25,1410,14110,1.0,0,2,3,1170,240,1987,2000,3987,38,38,0,2000,true
855,2.0,44,2.0,1360,4688,1.0,0,0,3,780,580,1944,0,4118,35,54,0,1944,true
856,3.0,54,2.0,1940,55756,1.0,0,0,5,1940,0,1954,0,1720,3,6,0,1954,false
857,2.0,79,2.25,1610,2040,2.0,0,0,4,1610,0,1979,0,2502,32,34,0,1979,false
858,2.0,70,2.0,1420,9191,1.5,0,2,5,1420,0,1928,1970,4103,35,54,0,1970,false
859,4.0,88,2.5,1700,7280,2.0,0,0,4,1700,0,1988,0,1871,18,19,0,1988,false
860,2.0,29,1.0,1490,3825,1.0,0,0,3,860,630,1929,0,3876,35,56,0,1929,true
861,3.0,109,2.5,2680,7757,2.0,0,0,3,2680,0,1990,2009,4213,14,13,0,2009,false
862,4.0,67,2.5,3190,8684,1.0,0,3,5,1680,1510,1967,0,3359,3,5,0,1967,true
863,5.0,62,1.5,2120,7700,1.5,0,0,5,2120,0,1962,0,567,32,36,0,1962,false
864,4.0,1,2.0,1690,3250,1.5,0,0,3,1550,140,1901,0,3401,35,47,0,1901,true
865,4.0,103,2.5,1830,8601,2.0,0,0,3,1830,0,2003,0,2386,21,23,0,2003,false
866,2.0,6,1.5,1010,1968,1.5,0,0,5,1010,0,1906,0,3767,35,50,0,1906,false
867,4.0,45,2.75,2070,9300,1.0,0,0,5,1120,950,1945,0,1066,36,67,0,1945,true
868,3.0,54,1.5,1710,4500,1.5,0,0,3,1410,300,1928,1954,3500,35,57,0,1954,true
869,4.0,110,1.0,1660,4690,1.5,0,0,3,1260,400,1945,2010,3971,35,56,0,2010,true
870,4.0,109,1.75,2080,13629,1.0,0,0,4,1040,1040,1955,2009,4121,35,71,0,2009,true
871,3.0,93,2.5,1270,9675,2.0,0,0,3,1270,0,1993,0,3293,27,27,0,1993,false
872,3.0,99,1.0,1080,21043,1.0,0,0,3,1080,0,1942,1999,3619,35,49,0,1999,false
873,3.0,40,2.0,1610,5100,1.5,0,0,5,1610,0,1940,0,3964,35,54,0,1940,false
874,2.0,80,1.0,1120,9912,1.0,0,0,4,1120,0,1980,0,4040,41,40,0,1980,false
875,4.0,63,2.75,2500,5257,2.0,0,0,3,2500,0,1966,1963,4206,35,57,0,1963,false
876,3.0,70,1.0,970,7275,1.0,0,0,4,970,0,1970,0,313,18,19,0,1970,false
877,5.0,7,2.0,3370,5000,1.5,0,0,4,2140,1230,1907,0,2947,35,52,0,1907,true
878,3.0,101,1.0,1290,189486,1.0,0,0,4,1290,0,1960,2001,2534,1,45,0,2001,false
879,4.0,105,3.5,3370,435600,2.0,0,3,3,3370,0,2005,0,3274,27,27,0,2005,false
880,4.0,108,3.5,3410,10769,2.0,0,0,3,3410,0,2008,0,161,3,3,0,2008,false
881,4.0,99,2.5,2490,8290,2.0,0,0,3,2490,0,1999,0,2586,1,45,0,1999,false
882,2.0,56,1.0,770,4000,1.0,0,0,5,770,0,1924,1956,3715,35,56,0,1956,false
883,1.0,111,1.5,810,3211,2.0,0,0,4,810,0,1982,2011,377,19,21,0,2011,false
884,4.0,68,2.5,3060,10043,1.0,0,0,4,1700,1360,1968,0,996,36,62,0,1968,true
885,3.0,114,2.5,1690,1613,2.0,0,0,3,1150,540,2014,0,2165,16,17,0,2014,true
886,3.0,74,1.75,1890,3825,1.0,0,0,3,1290,600,1974,0,3974,35,56,0,1974,true
887,2.0,105,2.0,1470,3128,2.0,0,0,3,1470,0,2005,0,2060,21,23,0,2005,false
888,2.0,103,1.0,1060,7193,1.0,0,0,3,1060,0,1926,2003,234,35,62,0,2003,false
889,4.0,100,2.5,3480,59242,2.0,0,0,3,3480,0,1988,2000,1398,42,41,0,2000,false
890,4.0,107,2.75,2730,3560,1.5,0,0,3,1550,1180,1921,2007,3728,35,54,0,2007,true
891,3.0,86,2.25,1580,7941,2.0,0,0,4,1580,0,1986,0,1320,14,13,0,1986,false
892,3.0,100,2.75,2170,7900,1.0,0,0,4,1380,790,1978,2000,2338,18,20,0,2000,true
893,2.0,82,1.0,930,4743,1.0,0,0,4,930,0,1942,1982,4178,32,34,0,1982,false
894,4.0,6,2.0,1580,7800,2.0,0,0,2,1580,0,1906,0,1693,35,64,0,1906,false
895,5.0,113,1.75,3290,11900,1.5,0,0,3,3290,0,1973,2013,3746,31,31,0,2013,false
896,4.0,79,2.25,2110,10698,2.0,0,0,4,2110,0,1979,0,3357,16,15,0,1979,false
897,3.0,99,2.5,1670,3565,2.0,0,0,3,1670,0,1999,0,1498,42,41,0,1999,false
898,3.0,77,2.25,2030,7350,1.0,0,0,4,1190,840,1977,0,130,31,31,0,1977,true
899,3.0,103,1.0,1500,4100,1.5,0,0,3,1370,130,1926,2003,4166,35,50,0,2003,true
900,3.0,105,2.25,1450,1445,2.0,0,0,3,980,470,2005,0,1447,35,59,0,2005,true
901,4.0,53,1.5,1310,8250,1.0,0,0,3,1060,250,1953,0,2051,10,66,0,1953,true
902,5.0,79,3.25,4180,49222,2.0,0,0,4,2880,1300,1979,0,1491,16,15,0,1979,true
903,3.0,111,1.75,1630,28600,1.0,0,0,3,1630,0,1967,2011,969,42,41,0,2011,false
904,4.0,93,2.5,2660,10452,2.0,0,0,3,2660,0,1993,0,188,31,31,0,1993,false
905,3.0,105,2.5,1720,1916,2.0,0,0,3,1720,0,2005,0,3332,32,34,0,2005,false
906,2.0,103,2.25,1260,1240,3.0,0,0,3,1260,0,2004,2003,2945,35,47,0,2003,false
907,3.0,113,1.75,1610,12247,1.0,0,0,3,1610,0,1981,2013,1168,32,36,0,2013,false
908,2.0,94,1.0,680,8064,1.0,0,0,3,680,0,1941,1994,965,34,72,0,1994,false
909,4.0,98,3.5,2640,5900,2.0,0,2,3,2640,0,1937,1998,3829,35,63,0,1998,false
910,3.0,85,2.25,1640,7200,2.0,0,0,4,1640,0,1985,0,1373,3,6,0,1985,false
911,4.0,92,1.75,2310,8045,1.0,0,0,4,1650,660,1976,1992,1194,32,36,0,1992,true
912,3.0,12,1.75,2010,4905,1.0,0,0,5,1230,780,1912,0,4327,35,59,0,1912,true
913,2.0,8,1.5,1660,4680,1.0,0,0,5,830,830,1908,0,12,35,65,0,1908,true
914,3.0,109,2.5,2200,3360,2.0,0,0,3,2200,0,2009,0,3830,35,57,0,2009,false
915,4.0,106,2.5,2460,4200,2.0,0,0,3,2460,0,1998,2006,2049,31,42,0,2006,false
916,2.0,94,1.75,2430,23400,1.0,0,4,3,2430,0,1951,1994,1450,36,70,0,1994,false
917,3.0,112,1.0,1370,7500,1.0,0,0,3,1370,0,1960,2012,3392,7,10,0,2012,false
918,3.0,111,1.75,1800,10200,1.0,0,0,3,1800,0,1967,2011,1309,32,36,0,2011,false
919,3.0,88,1.75,2200,7706,2.0,0,2,3,2200,0,1908,1988,2048,10,73,0,1988,false
920,2.0,110,1.0,700,2334,1.0,0,0,3,700,0,1945,2010,2304,35,56,0,2010,false
921,3.0,95,2.5,1920,15124,2.0,0,0,3,1920,0,1995,0,3908,27,27,0,1995,false
922,5.0,78,2.75,2190,12687,1.0,0,0,5,1370,820,1978,0,1713,17,16,0,1978,true
923,3.0,84,2.25,2030,9791,1.0,0,0,4,1500,530,1984,0,702,25,37,0,1984,true
924,3.0,105,2.5,1350,2053,3.0,0,0,3,1350,0,2005,0,1974,35,56,0,2005,false
925,3.0,108,2.5,1680,2096,2.0,0,0,3,1380,300,2008,0,4220,35,56,0,2008,true
926,5.0,66,1.75,1250,10530,1.0,0,0,4,1250,0,1966,0,3069,3,6,0,1966,false
927,4.0,45,3.0,2240,6000,1.5,0,0,4,1270,970,1914,1945,1667,35,52,0,1945,true
928,3.0,105,1.0,950,7620,1.0,0,0,3,950,0,1954,2005,4440,35,49,0,2005,false
929,3.0,97,3.5,2320,3174,2.0,0,0,3,2060,260,1997,0,524,19,21,0,1997,true
930,2.0,111,2.5,2380,9374,1.0,0,2,3,2380,0,2011,0,534,31,32,0,2011,false
931,2.0,107,2.25,1540,958,3.0,0,0,3,1540,0,2007,0,1424,35,59,0,2007,false
932,5.0,107,3.0,2100,9752,1.0,0,0,3,1200,900,2007,0,2539,14,2,0,2007,true
933,4.0,23,2.5,2500,4945,2.0,0,0,3,2500,0,2013,1923,2833,38,38,0,1923,false
934,4.0,103,2.5,3230,7331,2.0,0,0,3,3230,0,2004,2003,2503,33,43,0,2003,false
935,3.0,101,2.5,2830,5802,2.0,0,0,3,2830,0,2001,0,4096,17,16,0,2001,false
936,2.0,6,1.0,870,5340,1.5,0,0,2,870,0,1906,0,1682,35,64,0,1906,false
937,4.0,99,3.0,2690,28300,1.0,0,0,3,2690,0,1954,1999,1358,26,68,0,1999,false
938,3.0,108,2.5,1260,889,3.0,0,0,3,1260,0,2008,0,4362,35,52,0,2008,false
939,4.0,114,3.5,2680,10000,2.0,0,0,3,2040,640,1942,2014,708,35,60,0,2014,true
940,3.0,114,2.5,2660,4975,2.0,0,0,3,2660,0,2014,0,3408,35,57,0,2014,false
941,2.0,99,1.75,1480,5120,1.0,0,0,4,840,640,1951,1999,3423,35,55,0,1999,true
942,4.0,65,2.25,1770,33132,1.0,0,0,4,1190,580,1965,0,861,32,36,0,1965,true
943,2.0,103,1.0,950,7692,1.0,0,0,3,950,0,1926,2003,548,35,69,0,2003,false
944,2.0,48,1.0,860,8308,1.0,0,0,4,860,0,1948,0,2893,35,65,0,1948,false
945,4.0,78,2.0,1960,7560,1.0,0,0,5,1160,800,1978,0,467,18,19,0,1978,true
946,2.0,43,1.0,1770,5522,1.5,0,0,4,960,810,1943,0,4128,35,71,0,1943,true
947,4.0,103,1.75,1280,6060,1.0,0,0,3,860,420,1926,2003,3889,35,56,0,2003,true
948,4.0,111,2.5,2150,12028,2.0,0,0,4,2150,0,1982,2011,751,31,31,0,2011,false
949,2.0,23,1.0,1790,4000,1.0,0,0,4,1040,750,1923,0,2095,35,53,0,1923,true
950,3.0,87,2.25,1990,10260,2.0,0,0,4,1990,0,1987,0,1260,31,31,0,1987,false
951,5.0,101,2.5,2430,4781,2.0,0,0,3,2430,0,2001,0,1259,32,36,0,2001,false
952,4.0,93,2.75,2820,13193,1.0,0,0,3,1860,960,1965,1993,3437,3,5,0,1993,true
953,3.0,89,1.0,1910,8190,1.0,0,0,4,1010,900,1946,1989,4390,35,56,0,1989,true
954,3.0,105,2.25,1270,1213,2.0,0,0,3,1040,230,2005,0,868,35,50,0,2005,true
955,4.0,86,2.75,2050,3960,1.0,0,0,4,1180,870,1986,0,2282,35,55,0,1986,true
956,6.0,108,2.0,2150,4505,1.0,0,0,3,1270,880,1952,2008,2846,35,58,0,2008,true
957,4.0,87,1.75,2450,13300,1.0,0,2,4,1630,820,1987,0,3457,3,5,0,1987,true
958,2.0,12,2.25,1230,1280,2.0,0,0,3,960,270,2012,1912,4107,35,64,0,1912,true
959,4.0,67,2.25,2260,41984,1.0,0,0,4,2260,0,1967,0,3690,19,21,0,1967,false
960,2.0,43,1.0,1050,60113,1.0,0,0,4,1050,0,1943,0,2979,1,0,0,1943,false
961,3.0,82,1.75,1570,7775,2.0,0,0,3,1570,0,1982,0,4385,18,19,0,1982,false
962,4.0,67,2.0,1820,9350,1.0,0,0,4,1820,0,1967,0,1681,31,31,0,1967,false
963,2.0,8,1.75,1540,4025,1.0,0,0,4,1190,350,1908,0,1321,35,55,0,1908,true
964,3.0,53,1.5,2060,44866,1.0,0,0,3,2060,0,1953,0,1827,42,44,0,1953,false
965,4.0,101,3.5,4380,74052,1.0,0,0,3,4380,0,2001,0,3651,31,32,0,2001,false
966,3.0,109,1.0,1090,9900,1.0,0,0,4,1090,0,1955,2009,720,31,31,0,2009,false
967,3.0,65,1.75,1480,7225,1.0,0,0,4,1480,0,1965,0,2203,32,34,0,1965,false
968,4.0,29,1.0,1320,4440,1.5,0,0,3,1320,0,1929,0,1003,35,59,0,1929,false
969,1.0,76,2.25,2140,10350,1.0,0,0,3,1470,670,1976,0,931,42,41,0,1976,true
970,4.0,95,3.5,4560,16643,1.0,0,3,3,2230,2330,1995,0,1265,3,5,0,1995,true
971,4.0,102,3.0,2800,9764,2.0,0,0,3,2800,0,2002,0,2141,21,23,0,2002,false
972,3.0,67,1.0,1050,5000,1.0,0,0,4,1050,0,1967,0,3684,32,34,0,1967,false
973,3.0,59,1.5,1490,9630,1.0,0,0,4,1490,0,1959,0,3770,17,16,0,1959,false
974,2.0,45,1.0,1730,6375,2.0,0,0,4,1730,0,1945,0,3973,35,61,0,1945,false
975,4.0,105,1.0,1210,3760,1.5,0,0,3,1210,0,1900,2005,237,35,47,0,2005,false
976,4.0,103,2.5,2800,8494,2.0,0,0,3,2800,0,2004,2003,2160,21,23,0,2003,false
977,3.0,15,1.5,1570,1050,2.0,0,0,3,1570,0,1915,0,1472,35,52,0,1915,false
978,3.0,87,2.25,1400,31626,1.0,0,0,2,1140,260,1987,0,1725,1,45,0,1987,true
979,4.0,70,2.0,2850,7861,1.0,0,4,4,1450,1400,1970,0,2574,35,56,0,1970,true
980,6.0,66,3.0,1880,7200,1.0,0,0,4,1880,0,1966,0,374,32,34,0,1966,false
981,2.0,83,1.0,790,8424,1.0,0,0,4,790,0,1953,1983,3605,36,62,0,1983,false
982,2.0,94,1.75,1300,4000,2.0,0,0,3,1300,0,1948,1994,3590,35,48,0,1994,false
983,3.0,67,1.0,2120,7735,1.0,0,0,4,1060,1060,1967,0,612,32,37,0,1967,true
984,3.0,109,1.5,1540,4773,2.0,0,0,3,1540,0,1941,2009,3087,35,61,0,2009,false
985,4.0,93,2.75,2620,13777,1.5,0,2,4,1720,900,1926,1993,2268,35,64,0,1993,true
986,6.0,85,3.0,2880,3192,2.0,0,0,4,2180,700,1919,1985,1883,35,47,0,1985,true
987,4.0,100,1.0,1680,4021,1.5,0,0,3,1680,0,1921,2000,1802,35,47,0,2000,false
988,2.0,84,1.0,790,6969,1.0,0,0,3,790,0,1955,1984,194,31,31,0,1984,false
989,3.0,18,1.0,1092,7500,1.5,0,0,3,1092,0,1918,0,4075,35,49,0,1918,false
990,3.0,111,1.5,1650,9936,1.0,0,0,3,1090,560,1967,2011,3201,14,2,0,2011,true
991,3.0,102,2.5,2090,4700,2.0,0,0,3,2090,0,2002,0,1396,9,26,0,2002,false
992,4.0,105,1.75,2180,28710,1.0,0,0,3,1180,1000,1950,2005,1860,34,73,0,2005,true
993,4.0,89,2.5,1990,6671,2.0,0,0,3,1990,0,1989,0,2760,14,13,0,1989,false
994,4.0,106,2.5,2650,7945,2.0,0,0,3,2650,0,2006,0,297,35,60,0,2006,false
995,4.0,94,3.5,4460,16953,1.0,0,0,3,2550,1910,1962,1994,2295,22,24,0,1994,true
996,3.0,83,1.0,910,8000,1.0,0,0,4,740,170,1950,1983,1658,36,70,0,1983,true
997,3.0,92,2.5,2770,10773,2.0,0,2,3,2770,0,1992,0,1204,3,7,0,1992,false
998,3.0,39,2.0,2390,6888,2.0,0,1,5,2390,0,1939,0,4015,35,54,0,1939,false
999,3.0,87,2.5,3050,158558,1.0,0,0,4,3050,0,1987,0,3877,32,33,0,1987,false
1000,3.0,103,2.5,1700,4000,2.0,0,0,3,1700,0,2003,0,2888,38,38,0,2003,false
1001,5.0,89,3.5,3200,43560,2.0,0,0,3,3200,0,1989,0,1484,32,37,0,1989,false
1002,3.0,6,1.75,1200,4500,1.0,0,0,5,1200,0,1906,0,3515,35,51,0,1906,false
1003,4.0,99,2.25,2220,6953,2.0,0,0,4,2220,0,1999,0,1908,21,23,0,1999,false
1004,3.0,103,2.5,2480,9041,2.0,0,0,3,2480,0,2004,2003,4284,31,32,0,2003,false
1005,4.0,92,2.25,2560,12100,1.0,0,0,4,1760,800,1976,1992,1349,31,31,0,1992,true
1006,4.0,101,1.5,2500,6300,1.0,0,0,4,1500,1000,1961,2001,2152,18,20,0,2001,true
1007,2.0,112,1.0,1150,4000,1.0,0,0,3,1150,0,1947,2012,2459,35,74,0,2012,false
1008,4.0,83,1.75,1650,7775,1.0,0,0,4,1150,500,1950,1983,368,35,62,0,1983,true
1009,3.0,69,1.75,1140,9628,1.0,0,0,4,1140,0,1969,0,2854,14,13,0,1969,false
1010,3.0,57,1.75,3400,8965,1.0,0,2,5,1820,1580,1957,0,3035,35,48,0,1957,true
1011,3.0,59,1.0,1180,43124,1.0,0,0,4,1180,0,1959,0,4235,16,15,0,1959,false
1012,3.0,92,2.5,1700,4105,2.0,0,0,3,1700,0,1992,0,2641,35,59,0,1992,false
1013,3.0,79,1.5,1240,11200,1.0,0,0,4,1240,0,1954,1979,1016,3,5,0,1979,false
1014,5.0,104,2.25,2890,12478,2.0,0,0,3,2890,0,1977,2004,1784,33,42,0,2004,false
1015,3.0,67,1.0,1060,10050,1.0,0,0,4,1060,0,1967,0,4162,17,16,0,1967,false
1016,4.0,22,1.75,1590,10523,2.0,0,0,4,1590,0,1922,0,919,36,62,0,1922,false
1017,6.0,78,5.25,2860,5682,2.0,0,0,3,2860,0,1978,0,3696,1,1,0,1978,false
1018,1.0,107,1.0,820,1060,1.0,0,0,3,760,60,2007,0,3681,35,61,0,2007,true
1019,3.0,108,2.0,2020,8118,1.0,0,0,3,1020,1000,1963,2008,1231,3,7,0,2008,true
1020,4.0,59,2.25,1870,9680,1.0,0,0,4,1170,700,1959,0,608,19,22,0,1959,true
1021,3.0,103,2.5,2170,4905,2.0,0,0,3,2170,0,2004,2003,1921,21,23,0,2003,false
1022,4.0,111,2.5,1600,6765,1.0,0,0,3,830,770,1947,2011,3691,35,49,0,2011,true
1023,4.0,68,1.75,2090,4300,1.5,0,0,4,1250,840,1925,1968,3451,35,63,0,1968,true
1024,4.0,78,2.0,1700,6025,1.0,0,0,3,1700,0,1978,0,3696,1,1,0,1978,false
1025,4.0,98,1.75,1940,6909,1.0,0,0,4,970,970,1941,1998,266,35,62,0,1998,true
1026,3.0,101,1.0,1320,8625,1.0,0,0,4,1320,0,1957,2001,2518,32,34,0,2001,false
1027,4.0,38,2.25,3500,13875,1.0,0,4,4,1830,1670,1938,0,144,35,65,0,1938,true
1028,5.0,105,3.5,2800,5120,2.5,0,0,3,2800,0,1903,2005,2891,35,59,0,2005,false
1029,3.0,20,1.5,1080,2940,1.5,0,0,4,1080,0,1920,0,4004,35,54,0,1920,false
1030,4.0,107,2.5,3550,8048,2.0,0,0,3,3550,0,2007,0,3792,38,38,0,2007,false
1031,3.0,103,2.0,2010,251341,2.0,0,0,3,1510,500,2003,0,1152,11,11,0,2003,true
1032,3.0,108,1.75,1690,1468,2.0,0,0,3,1380,310,2008,0,3246,35,51,0,2008,true
1033,3.0,107,1.5,1270,1443,3.0,0,0,3,1270,0,2007,0,4456,35,54,0,2007,false
1034,3.0,108,2.25,1970,2377,2.0,0,0,3,1680,290,2008,0,3244,35,51,0,2008,true
1035,4.0,114,2.75,3160,8097,2.0,0,0,3,3160,0,2014,0,634,19,21,0,2014,false
1036,3.0,108,2.5,1210,1200,3.0,0,0,3,1210,0,2008,0,3039,35,47,0,2008,false
1037,4.0,108,3.5,3120,5086,2.0,0,0,3,2480,640,2008,0,3787,35,54,0,2008,true
1038,4.0,106,2.5,2670,8765,2.0,0,0,3,2670,0,2006,0,3562,32,37,0,2006,false
1039,3.0,114,2.25,1640,1204,3.0,0,0,3,1640,0,2014,0,463,35,53,0,2014,false
1040,4.0,23,2.5,2303,3680,2.0,0,0,3,2303,0,2013,1923,3000,1,0,0,1923,false
1041,3.0,114,2.5,1800,3168,2.0,0,0,3,1800,0,2014,0,3981,38,38,0,2014,false
1042,5.0,23,3.5,4460,2975,3.0,0,2,3,3280,1180,2013,1923,787,35,58,0,1923,true
1043,2.0,109,2.5,1590,2656,2.0,0,0,3,1220,370,2009,0,3664,35,49,0,2009,true
1044,4.0,109,3.5,3070,4684,2.0,0,0,3,2190,880,2009,0,2167,16,15,0,2009,true
1045,2.0,93,1.75,1330,7200,1.0,0,0,3,1330,0,1993,0,1363,34,72,0,1993,false
1046,3.0,88,1.0,990,6750,1.0,0,0,4,990,0,1947,1988,325,35,62,0,1988,false
1047,4.0,94,2.5,1900,5790,2.0,0,0,3,1900,0,1994,0,3151,16,17,0,1994,false
1048,3.0,100,2.5,2020,1159,3.0,0,3,3,2020,0,2000,0,1748,35,47,0,2000,false
1049,3.0,101,1.75,2000,9416,1.0,0,0,4,2000,0,1961,2001,518,19,21,0,2001,false
1050,2.0,80,1.75,1100,7600,1.0,0,0,3,1100,0,1980,0,458,10,73,0,1980,false
1051,1.0,45,1.0,960,40946,1.0,0,0,5,960,0,1945,0,190,7,10,0,1945,false
1052,4.0,106,2.75,3488,9614,2.0,0,0,3,3488,0,1998,2006,2697,31,42,0,2006,false
1053,2.0,100,1.75,1890,9466,2.0,0,0,3,1890,0,1987,2000,628,3,3,0,2000,false
1054,4.0,105,2.0,2030,8120,2.0,0,0,3,2030,0,1950,2005,277,35,71,0,2005,false
1055,3.0,113,1.75,1380,7350,1.0,0,0,3,990,390,1981,2013,1501,9,26,0,2013,true
1056,4.0,95,3.25,3660,5800,2.5,0,0,3,3360,300,1909,1995,61,35,53,0,1995,true
1057,3.0,97,2.25,1870,3230,2.0,0,0,3,1870,0,1997,0,3037,32,34,0,1997,false
1058,4.0,79,2.25,2080,12007,1.0,0,0,4,1220,860,1979,0,1353,33,42,0,1979,true
1059,4.0,88,2.75,2450,14803,2.0,0,0,4,2450,0,1988,0,4257,25,37,0,1988,false
1060,4.0,48,2.25,2750,6180,1.0,0,0,4,1500,1250,1948,0,3012,35,57,0,1948,true
1061,3.0,16,1.0,1240,4842,1.0,0,0,4,1240,0,1916,0,4458,35,57,0,1916,false
1062,3.0,109,2.5,1900,7604,2.0,0,0,3,1900,0,1990,2009,255,19,21,0,2009,false
1063,3.0,99,2.5,2540,6093,2.0,0,0,3,2540,0,1999,0,4091,19,22,0,1999,false
1064,3.0,106,2.75,2100,10362,2.0,0,0,3,1510,590,1998,2006,2545,39,39,0,2006,true
1065,4.0,89,2.0,1790,2250,1.0,0,2,4,840,950,1909,1989,56,35,47,0,1989,true
1066,3.0,84,2.0,1170,7258,1.0,0,0,3,1170,0,1984,0,2541,1,0,0,1984,false
1067,3.0,56,1.0,1060,9126,1.0,0,2,5,1060,0,1956,0,273,12,12,0,1956,false
1068,5.0,69,2.0,1930,6120,1.5,0,0,3,1930,0,1941,1969,166,35,65,0,1969,false
1069,3.0,104,2.0,1540,7947,1.0,0,0,3,1120,420,1961,2004,4379,5,9,0,2004,true
1070,5.0,73,3.0,2876,13927,1.0,0,2,4,1970,906,1973,0,3604,23,25,0,1973,true
1071,3.0,100,2.5,2150,7484,2.0,0,0,3,2150,0,1988,2000,4411,33,42,0,2000,false
1072,2.0,112,1.0,1140,5500,1.0,0,0,3,1140,0,1947,2012,4430,35,49,0,2012,false
1073,3.0,69,1.5,980,7790,1.0,0,0,5,980,0,1969,0,4480,19,22,0,1969,false
1074,3.0,62,1.75,1230,13056,1.0,0,0,4,1230,0,1962,0,2671,1,0,0,1962,false
1075,3.0,100,1.75,1390,10905,1.0,0,0,3,860,530,1957,2000,3609,35,49,0,2000,true
1076,3.0,97,3.5,2380,6250,2.0,0,3,3,1670,710,1997,0,3796,35,57,0,1997,true
1077,3.0,107,3.25,3690,7200,2.0,0,0,3,3690,0,2007,0,3253,19,21,0,2007,false
1078,5.0,31,3.25,3010,1074218,1.5,0,0,5,2010,1000,1931,0,1162,16,15,0,1931,true
1079,3.0,110,1.0,1250,9126,1.0,0,0,3,1250,0,1969,2010,1370,42,44,0,2010,false
1080,4.0,93,2.75,2290,6120,2.0,0,0,4,2170,120,1926,1993,516,35,54,0,1993,true
1081,2.0,68,1.0,790,5240,1.0,0,0,4,790,0,1925,1968,4129,35,57,0,1968,false
1082,3.0,102,2.5,2720,6014,2.0,0,0,3,2720,0,2002,0,2542,1,45,0,2002,false
1083,4.0,102,2.75,2550,8632,1.0,0,0,3,1700,850,1972,2002,3141,19,21,0,2002,true
1084,2.0,72,1.0,1080,3899,1.0,0,0,4,1080,0,1972,0,2146,10,73,0,1972,false
1085,3.0,62,1.75,2470,9620,1.0,0,1,4,1570,900,1962,0,58,10,73,0,1962,true
1086,2.0,88,0.75,850,7710,1.0,0,2,5,550,300,1909,1988,2128,35,51,0,1988,true
1087,3.0,110,2.5,1990,8991,1.0,0,0,3,1570,420,1969,2010,1991,18,26,0,2010,true
1088,3.0,95,2.25,1800,10500,2.0,0,0,3,1800,0,1995,0,2047,21,23,0,1995,false
1089,5.0,104,4.0,4850,36450,2.0,0,0,3,4850,0,1977,2004,745,3,4,0,2004,false
1090,3.0,101,1.0,1020,7874,1.0,0,0,3,1020,0,1956,2001,4442,35,49,0,2001,false
1091,3.0,85,2.5,2420,49928,2.0,0,0,3,1860,560,1985,0,2163,16,15,0,1985,true
1092,4.0,106,2.5,2910,5776,2.0,0,2,3,2910,0,1998,2006,3860,38,38,0,2006,false
1093,3.0,113,1.5,1060,9039,1.0,0,0,3,1060,0,1973,2013,1596,32,36,0,2013,false
1094,4.0,100,2.5,2340,6420,1.0,0,2,3,1590,750,1964,2000,1820,36,70,0,2000,true
1095,4.0,102,2.75,1800,5453,1.0,0,0,3,1050,750,2002,0,1445,32,33,0,2002,true
1096,4.0,110,2.0,1660,6150,1.0,0,0,3,850,810,1945,2010,3945,35,61,0,2010,true
1097,3.0,109,1.75,1300,62290,1.0,0,0,3,1300,0,1983,2009,2348,31,32,0,2009,false
1098,3.0,53,1.5,1780,23819,1.0,0,0,3,1780,0,1953,0,529,35,69,0,1953,false
1099,2.0,69,1.0,1030,4841,1.0,0,0,3,920,110,1939,1969,668,35,47,0,1969,true
