,price,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country,last_modification,have_basement
1177,348580.0,2014-05-22 00:00:00,3.0,1.0,1220,7876,1.0,0,0,3,1220,0,1966,1963,896,19,22,0,1963,1
1178,180000.0,2014-05-22 00:00:00,2.0,1.0,1400,4500,1.0,0,0,3,900,500,1922,2008,2621,32,35,0,2008,1
1179,400000.0,2014-05-22 00:00:00,3.0,1.0,1040,6250,1.0,0,0,3,1040,0,1942,1999,3578,35,63,0,1999,1
1180,295000.0,2014-05-22 00:00:00,4.0,2.0,980,10640,1.0,0,0,5,980,0,1978,0,1286,27,27,0,1978,1
1181,910000.0,2014-05-22 00:00:00,4.0,3.25,3340,10890,1.5,0,0,3,2240,1100,1963,2000,1035,31,31,0,2000,1
1182,1150000.0,2014-05-22 00:00:00,6.0,4.5,6040,219542,2.0,0,0,3,4100,1940,1996,0,3353,16,17,0,1996,1
1183,431500.0,2014-05-22 00:00:00,3.0,3.5,1900,1612,2.0,0,0,3,1430,470,2008,0,3798,35,63,0,2008,1
1184,180000.0,2014-05-22 00:00:00,4.0,1.5,1740,7292,1.0,0,0,3,1020,720,1962,2003,784,34,69,0,2003,1
1185,677000.0,2014-05-22 00:00:00,3.0,2.0,2000,3207,1.0,0,0,4,1100,900,1916,0,690,35,47,0,1916,1
1186,1180500.0,2014-05-22 00:00:00,3.0,1.75,1610,7200,1.0,0,0,3,1090,520,1973,2013,53,35,53,0,2013,1
1187,635700.0,2014-05-22 00:00:00,4.0,2.5,3240,13978,1.0,0,0,3,1860,1380,1977,2004,1742,33,42,0,2004,1
1188,482000.0,2014-05-22 00:00:00,5.0,2.25,2230,9600,1.0,0,0,3,1320,910,1978,0,1170,42,44,0,1978,1
1189,168000.0,2014-05-22 00:00:00,2.0,2.5,1160,2174,2.0,0,0,3,1160,0,1998,2006,4266,35,49,0,2006,1
1190,805000.0,2014-05-22 00:00:00,4.0,2.75,2410,6000,1.0,0,0,5,1410,1000,1950,0,2700,35,50,0,1950,1
1191,398000.0,2014-05-22 00:00:00,2.0,1.0,590,10945,1.5,0,0,3,590,0,1983,2009,2528,4,8,0,2009,1
1192,665000.0,2014-05-22 00:00:00,4.0,2.5,2600,17388,2.0,0,0,3,2600,0,1996,0,928,25,37,0,1996,1
1193,592500.0,2014-05-22 00:00:00,4.0,3.0,2170,8240,1.0,0,0,4,1370,800,1968,0,1488,31,31,0,1968,1
1194,940000.0,2014-05-22 00:00:00,4.0,2.75,2080,4000,1.5,0,0,3,2080,0,1912,2000,3689,35,50,0,2000,1
1195,655000.0,2014-05-22 00:00:00,4.0,2.5,2860,12394,2.0,0,0,3,2860,0,1999,0,2483,33,43,0,1999,1
1196,622500.0,2014-05-22 00:00:00,4.0,2.5,2980,8107,2.0,0,0,3,2980,0,2000,0,2872,38,38,0,2000,1
1197,380000.0,2014-05-22 00:00:00,2.0,2.5,1230,987,2.0,0,0,3,1060,170,2011,0,1704,35,64,0,2011,1
1198,648360.0,2014-05-22 00:00:00,4.0,1.75,2260,7005,1.0,0,1,4,1130,1130,1947,1988,759,19,21,0,1988,1
1199,432000.0,2014-05-22 00:00:00,3.0,2.75,2200,14925,1.0,0,0,3,1100,1100,1982,0,1764,31,32,0,1982,1
1200,1050000.0,2014-05-22 00:00:00,4.0,2.5,3030,12590,1.5,0,0,4,3030,0,1988,0,2742,3,3,0,1988,1
1201,353250.0,2014-05-22 00:00:00,2.0,1.0,1060,1600,2.0,0,0,3,1060,0,1979,2014,1032,35,64,0,2014,1
1202,1000000.0,2014-05-22 00:00:00,4.0,3.0,4260,18687,2.0,0,0,3,4260,0,1996,0,2109,33,43,0,1996,1
1203,320000.0,2014-05-22 00:00:00,3.0,2.25,998,844,2.0,0,0,3,798,200,2007,0,4171,35,56,0,2007,1
1204,349900.0,2014-05-22 00:00:00,4.0,2.5,2052,3723,2.0,0,0,3,2052,0,2014,0,2910,14,2,0,2014,1
1205,330000.0,2014-05-22 00:00:00,4.0,3.5,3150,6202,2.0,0,0,3,3150,0,2005,0,1914,18,26,0,2005,1
1206,408000.0,2014-05-22 00:00:00,3.0,2.25,1950,7221,1.0,0,0,4,1950,0,2006,0,2988,34,72,0,2006,1
1207,321000.0,2014-05-22 00:00:00,3.0,2.25,1347,1292,3.0,0,0,3,1347,0,2010,0,793,35,60,0,2010,1
1208,1051000.0,2014-05-22 00:00:00,4.0,3.75,3860,5474,2.5,0,0,3,3860,0,2007,0,2271,16,17,0,2007,1
1209,2150000.0,2014-05-22 00:00:00,4.0,5.5,5060,10320,2.0,0,0,3,5060,0,2008,0,979,3,3,0,2008,1
1210,359000.0,2014-05-22 00:00:00,3.0,1.5,1360,885,3.0,0,0,3,1360,0,2008,0,3898,35,47,0,2008,1
1211,300000.0,2014-05-22 00:00:00,5.0,2.5,2760,6000,2.0,0,0,3,2760,0,2006,0,4230,35,51,0,2006,1
1212,380000.0,2014-05-22 00:00:00,5.0,3.5,2420,4670,2.0,0,0,3,2420,0,2013,1923,4292,35,57,0,1923,1
1213,660000.0,2014-05-22 00:00:00,3.0,2.5,2450,4332,2.0,0,0,3,2450,0,2010,0,180,31,32,0,2010,1
1214,355000.0,2014-05-22 00:00:00,3.0,2.25,1280,959,3.0,0,0,3,1280,0,2005,0,4253,35,47,0,2005,1
1215,259000.0,2014-05-22 00:00:00,3.0,2.5,1550,3569,2.0,0,0,3,1550,0,2011,0,1005,1,1,0,2011,1
1216,353000.0,2014-05-22 00:00:00,1.0,1.0,550,1279,2.0,0,0,3,550,0,2008,0,1161,35,59,0,2008,1
1217,430000.0,2014-05-22 00:00:00,2.0,2.5,1520,1588,2.0,0,0,3,1240,280,2007,0,1967,35,64,0,2007,1
1218,460000.0,2014-05-23 00:00:00,3.0,1.0,1670,4005,1.5,0,0,4,1170,500,1939,1989,4124,35,56,0,1989,1
1219,80000.0,2014-05-23 00:00:00,1.0,0.75,430,5050,1.0,0,0,2,430,0,1912,0,2718,7,10,0,1912,1
1220,782000.0,2014-05-23 00:00:00,4.0,2.5,2380,9614,2.0,0,0,4,2380,0,1991,0,1258,3,5,0,1991,1
1221,218000.0,2014-05-23 00:00:00,3.0,1.0,960,9633,1.0,0,0,5,960,0,1982,0,3470,12,12,0,1982,1
1222,325000.0,2014-05-23 00:00:00,3.0,1.0,1920,6862,1.0,0,2,3,1120,800,1952,2008,3344,35,57,0,2008,1
1223,980000.0,2014-05-23 00:00:00,4.0,3.0,3680,5854,1.0,0,3,3,2060,1620,1967,2011,831,35,74,0,2011,1
1224,902000.0,2014-05-23 00:00:00,4.0,2.25,2530,9200,1.0,0,0,5,1570,960,1976,0,3364,3,5,0,1976,1
1225,556000.0,2014-05-23 00:00:00,5.0,2.5,3840,16905,2.0,0,0,3,3840,0,1991,0,3975,14,13,0,1991,1
1226,662990.0,2014-05-23 00:00:00,3.0,1.75,1240,3600,1.5,0,0,5,1240,0,1926,0,2228,35,55,0,1926,1
1227,225000.0,2014-05-23 00:00:00,2.0,1.0,1300,11867,1.5,0,0,4,1300,0,1975,0,2779,30,30,0,1975,1
1228,439950.0,2014-05-23 00:00:00,4.0,2.5,2380,12067,2.0,0,0,3,2380,0,2002,0,2652,32,37,0,2002,1
1229,175000.0,2014-05-23 00:00:00,2.0,1.0,1300,44431,1.0,0,0,5,1300,0,1958,0,2606,1,0,0,1958,1
1230,306000.0,2014-05-23 00:00:00,2.0,1.0,780,13500,1.0,0,0,4,780,0,1946,1989,1024,42,44,0,1989,1
1231,235000.0,2014-05-23 00:00:00,4.0,2.5,1810,39639,1.0,0,0,3,1230,580,1970,2014,1356,18,26,0,2014,1
1232,399500.0,2014-05-23 00:00:00,3.0,1.75,2420,12676,2.0,0,0,3,2420,0,1911,1986,1924,27,27,0,1986,1
1233,478000.0,2014-05-23 00:00:00,3.0,1.0,1280,2580,1.5,0,0,3,1280,0,1910,2014,3676,35,54,0,2014,1
1234,515000.0,2014-05-23 00:00:00,2.0,1.0,1680,6500,1.0,0,0,4,1140,540,1941,1998,3656,35,63,0,1998,1
1235,550000.0,2014-05-23 00:00:00,3.0,2.5,2510,5400,2.0,0,0,3,2510,0,1992,0,4368,32,34,0,1992,1
1236,149000.0,2014-05-23 00:00:00,3.0,1.0,1700,8645,1.0,0,0,3,1700,0,1955,2005,586,35,65,0,2005,1
1237,526000.0,2014-05-23 00:00:00,3.0,1.75,1680,3420,1.0,0,0,3,960,720,1992,0,4062,35,54,0,1992,1
1238,527550.0,2014-05-23 00:00:00,1.0,0.75,820,59677,1.0,0,0,3,820,0,1999,0,4036,38,38,0,1999,1
1239,1050000.0,2014-05-23 00:00:00,3.0,4.0,4380,42769,2.0,0,0,5,4380,0,1983,0,1347,31,31,0,1983,1
1240,625000.0,2014-05-23 00:00:00,3.0,2.5,2600,10092,1.0,0,0,3,2600,0,1984,0,1945,33,42,0,1984,1
1241,950000.0,2014-05-23 00:00:00,5.0,3.25,3400,7452,2.0,0,0,3,3400,0,1999,0,1037,3,6,0,1999,1
1242,377691.0,2014-05-23 00:00:00,5.0,1.75,2120,8399,1.0,0,0,4,1320,800,1942,1982,1470,36,62,0,1982,1
1243,648475.0,2014-05-23 00:00:00,4.0,2.75,2250,5700,1.0,0,0,3,1200,1050,1951,1994,2115,35,52,0,1994,1
1244,383000.0,2014-05-23 00:00:00,3.0,1.0,1800,5612,1.0,0,0,4,1200,600,1942,1982,4278,35,61,0,1982,1
1245,535000.0,2014-05-23 00:00:00,3.0,2.5,2210,7620,2.0,0,0,3,2210,0,1994,0,137,31,31,0,1994,1
1246,449950.0,2014-05-23 00:00:00,3.0,2.0,1560,4080,2.0,0,0,3,1560,0,1923,1982,4197,35,54,0,1982,1
1247,465425.0,2014-05-23 00:00:00,4.0,2.75,2430,20720,1.0,0,0,3,2430,0,1967,2011,972,42,41,0,2011,1
1248,675000.0,2014-05-23 00:00:00,4.0,2.5,2560,36601,2.0,0,0,4,2560,0,1987,0,2261,33,43,0,1987,1
1249,599000.0,2014-05-23 00:00:00,3.0,2.75,1960,2500,1.5,0,0,5,1410,550,1926,0,3207,35,47,0,1926,1
1250,416000.0,2014-05-23 00:00:00,3.0,1.5,1110,9762,1.0,0,0,4,1110,0,1963,0,860,31,31,0,1963,1
1251,595000.0,2014-05-23 00:00:00,2.0,1.5,1030,4500,1.0,0,0,3,830,200,1924,2011,2383,35,52,0,2011,1
1252,200000.0,2014-05-23 00:00:00,4.0,1.0,1350,11507,1.0,0,0,3,1350,0,1966,1963,1618,32,33,0,1963,1
1253,402000.0,2014-05-23 00:00:00,3.0,2.0,1540,1827,2.0,0,0,3,1540,0,2005,0,2130,16,17,0,2005,1
1254,433000.0,2014-05-23 00:00:00,4.0,1.75,1830,9600,1.0,0,0,4,1010,820,1966,0,1155,3,5,0,1966,1
1255,275000.0,2014-05-23 00:00:00,4.0,1.5,1930,15531,2.0,0,0,3,1930,0,1979,2014,2486,14,2,0,2014,1
1256,410000.0,2014-05-23 00:00:00,3.0,2.0,1650,9641,1.5,0,0,3,1650,0,1983,2009,592,19,22,0,2009,1
1257,554820.0,2014-05-23 00:00:00,4.0,2.0,3510,12905,1.0,0,2,3,2210,1300,1965,1982,1629,6,68,0,1982,1
1258,1325000.0,2014-05-23 00:00:00,4.0,3.0,3370,7920,1.0,0,3,3,1860,1510,1988,2000,2895,35,56,0,2000,1
1259,735000.0,2014-05-23 00:00:00,3.0,2.5,2390,9157,2.0,0,0,3,2390,0,1984,0,910,31,31,0,1984,1
1260,607000.0,2014-05-23 00:00:00,3.0,1.0,1230,8114,1.0,0,0,4,1230,0,1951,1999,2651,3,3,0,1999,1
1261,549900.0,2014-05-23 00:00:00,4.0,3.0,2830,213879,2.0,0,0,4,2830,0,1987,0,2856,1,45,0,1987,1
1262,258000.0,2014-05-23 00:00:00,3.0,1.75,1620,7540,1.0,0,0,3,1310,310,1988,2000,1845,21,23,0,2000,1
1263,661254.0,2014-05-23 00:00:00,4.0,4.0,2290,6250,1.5,0,0,5,1690,600,1940,0,1981,35,55,0,1940,1
1264,945000.0,2014-05-23 00:00:00,4.0,2.0,2840,13367,1.0,0,0,3,1420,1420,1952,2008,4475,8,3,0,2008,1
1265,799950.0,2014-05-23 00:00:00,4.0,3.5,4220,196817,2.0,0,0,3,4220,0,1993,0,3442,1,45,0,1993,1
1266,132500.0,2014-05-23 00:00:00,3.0,1.0,1080,10500,1.0,0,0,3,1080,0,1967,2011,3262,1,0,0,2011,1
1267,467100.0,2014-05-23 00:00:00,3.0,1.75,1620,8645,1.0,0,0,3,1190,430,1973,2013,3810,31,31,0,2013,1
1268,1610000.0,2014-05-23 00:00:00,4.0,3.5,4390,11600,2.0,0,3,3,3060,1330,1990,2009,2406,23,25,0,2009,1
1269,641000.0,2014-05-23 00:00:00,3.0,1.75,1620,3975,1.0,0,0,5,940,680,1926,0,3831,35,56,0,1926,1
1270,350000.0,2014-05-23 00:00:00,3.0,1.0,1010,11244,1.0,0,0,4,1010,0,1947,1988,1172,36,67,0,1988,1
1271,335000.0,2014-05-23 00:00:00,4.0,2.5,1750,8476,1.0,0,0,4,1240,510,1983,0,1026,32,36,0,1983,1
1272,900000.0,2014-05-23 00:00:00,3.0,3.5,4080,217697,1.5,0,3,3,4080,0,2000,0,2996,1,45,0,2000,1
1273,440000.0,2014-05-23 00:00:00,4.0,2.5,2560,10400,1.0,0,0,4,1280,1280,1965,0,4000,16,15,0,1965,1
1274,464600.0,2014-05-23 00:00:00,3.0,1.75,1120,5500,1.5,0,0,4,1120,0,1925,1968,3814,35,63,0,1968,1
1275,1200000.0,2014-05-23 00:00:00,4.0,3.5,4740,172497,2.0,0,0,3,4740,0,2003,0,1646,31,32,0,2003,1
1276,300000.0,2014-05-23 00:00:00,2.0,1.0,1340,7788,1.0,0,2,3,1340,0,1947,2012,3903,35,71,0,2012,1
1277,670500.0,2014-05-23 00:00:00,4.0,2.0,1590,6750,1.0,0,0,3,1590,0,1951,1994,2000,35,46,0,1994,1
1278,552000.0,2014-05-23 00:00:00,3.0,1.0,1430,5000,1.0,0,0,4,1080,350,1919,1985,3675,35,54,0,1985,1
1279,244000.0,2014-05-23 00:00:00,4.0,1.0,1450,8960,1.0,0,0,3,1450,0,1943,2002,42,35,65,0,2002,1
1280,788600.0,2014-05-23 00:00:00,4.0,2.75,3500,7200,2.0,0,0,3,3500,0,2005,0,4318,31,32,0,2005,1
1281,445000.0,2014-05-23 00:00:00,3.0,2.0,1630,8702,1.0,0,0,3,1630,0,1987,2000,1552,32,34,0,2000,1
1282,530000.0,2014-05-23 00:00:00,4.0,1.75,1814,5000,1.0,0,0,4,944,870,1951,1999,4016,35,54,0,1999,1
1283,90000.0,2014-05-23 00:00:00,2.0,1.0,580,7500,1.0,0,0,3,580,0,1943,2002,3816,35,71,0,2002,1
1284,585000.0,2014-05-23 00:00:00,3.0,2.0,1670,4572,1.5,0,0,3,1670,0,1931,0,4058,35,56,0,1931,1
1285,498000.0,2014-05-23 00:00:00,2.0,2.0,1140,8282,1.0,0,0,3,1140,0,1924,2009,1756,19,21,0,2009,1
1286,379000.0,2014-05-23 00:00:00,2.0,1.0,800,6380,1.0,0,2,3,800,0,1940,1996,1303,35,54,0,1996,1
1287,462000.0,2014-05-23 00:00:00,3.0,1.75,1300,2580,1.0,0,0,5,820,480,1919,1934,4194,35,54,0,1934,1
1288,388000.0,2014-05-23 00:00:00,4.0,2.5,2440,7155,2.0,0,0,3,2440,0,1993,0,1140,32,36,0,1993,1
1289,255000.0,2014-05-23 00:00:00,3.0,2.0,1490,8371,1.5,0,0,3,1490,0,1984,0,306,18,19,0,1984,1
1290,665000.0,2014-05-23 00:00:00,3.0,2.75,1800,9550,1.0,0,0,4,1320,480,1966,0,447,3,5,0,1966,1
1291,550000.0,2014-05-23 00:00:00,3.0,2.0,1830,9152,1.0,0,0,5,1830,0,1959,0,381,3,5,0,1959,1
1292,606000.0,2014-05-23 00:00:00,3.0,1.0,1500,3920,1.0,0,0,3,1000,500,1947,2012,601,35,50,0,2012,1
1293,334000.0,2014-05-23 00:00:00,4.0,2.5,2210,6080,1.0,0,2,4,1410,800,1965,0,522,35,71,0,1965,1
1294,360000.0,2014-05-23 00:00:00,3.0,2.0,1270,1323,3.0,0,0,3,1270,0,2006,0,4302,35,47,0,2006,1
1295,235000.0,2014-05-23 00:00:00,2.0,1.0,1140,1730,1.5,0,0,3,1010,130,2007,0,2552,35,61,0,2007,1
1296,580000.0,2014-05-23 00:00:00,3.0,2.5,1620,1173,3.0,0,4,3,1470,150,2008,0,3564,35,47,0,2008,1
1297,355000.0,2014-05-23 00:00:00,3.0,2.0,1220,1186,3.0,0,0,3,1220,0,2007,0,4396,35,47,0,2007,1
1298,375000.0,2014-05-23 00:00:00,2.0,2.5,750,1430,2.0,0,0,3,750,0,2006,0,1275,35,59,0,2006,1
1299,372000.0,2014-05-24 00:00:00,4.0,1.75,1960,9300,1.0,0,0,5,1340,620,1979,0,1256,27,27,0,1979,1
1300,479000.0,2014-05-24 00:00:00,3.0,1.0,1370,3000,1.5,0,0,3,1370,0,1924,2011,3702,35,47,0,2011,1
1301,2000000.0,2014-05-24 00:00:00,5.0,4.0,4580,4443,3.0,1,4,3,4580,0,2004,2003,3209,33,43,0,2003,1
1302,1680000.0,2014-05-24 00:00:00,4.0,4.25,5584,68257,2.0,0,0,3,5584,0,1998,2006,2497,7,10,0,2006,1
1303,501000.0,2014-05-24 00:00:00,2.0,1.0,1010,4320,1.0,0,0,5,1010,0,1924,1956,4026,35,54,0,1956,1
1304,245000.0,2014-05-24 00:00:00,3.0,1.75,1260,6908,1.0,0,0,3,1260,0,1994,0,1989,21,23,0,1994,1
1305,496700.0,2014-05-24 00:00:00,3.0,2.5,1740,5782,2.0,0,0,4,1740,0,1989,0,2887,16,17,0,1989,1
1306,347000.0,2014-05-24 00:00:00,4.0,1.5,2670,10026,2.0,0,0,3,2670,0,1996,0,269,1,45,0,1996,1
1307,199000.0,2014-05-24 00:00:00,2.0,1.0,720,7200,1.0,0,0,5,720,0,1943,0,2642,32,36,0,1943,1
1308,440500.0,2014-05-24 00:00:00,3.0,2.5,2460,4399,2.0,0,0,3,2460,0,2007,0,2840,38,38,0,2007,1
1309,820000.0,2014-05-24 00:00:00,4.0,2.5,3670,7000,2.0,0,0,3,3670,0,2005,0,1611,33,43,0,2005,1
1310,325000.0,2014-05-25 00:00:00,4.0,3.5,2630,3435,1.5,0,3,3,1640,990,1984,0,1509,34,72,0,1984,1
1311,195000.0,2014-05-25 00:00:00,3.0,1.75,1570,8459,1.0,0,0,3,1570,0,1991,0,356,12,12,0,1991,1
1312,675000.0,2014-05-25 00:00:00,3.0,3.0,2980,28000,1.0,0,0,3,1820,1160,1981,2013,991,31,31,0,2013,1
1313,295000.0,2014-05-25 00:00:00,3.0,2.5,1560,4200,2.0,0,0,3,1560,0,2003,0,2031,21,23,0,2003,1
1314,355300.0,2014-05-25 00:00:00,3.0,2.5,1620,7410,1.0,0,0,5,1620,0,1955,0,1624,36,62,0,1955,1
1315,276000.0,2014-05-26 00:00:00,3.0,1.0,1140,5000,1.0,0,0,3,1140,0,1960,2012,3558,35,49,0,2012,1
1316,460000.0,2014-05-26 00:00:00,2.0,1.5,2730,19877,1.0,0,0,4,1570,1160,1976,1992,1639,11,11,0,1992,1
1317,880000.0,2014-05-26 00:00:00,3.0,2.0,2130,35169,1.0,0,0,4,2130,0,1989,0,1240,42,41,0,1989,1
1318,370000.0,2014-05-26 00:00:00,3.0,2.5,1780,4050,2.0,0,0,3,1780,0,2001,0,1359,36,67,0,2001,1
1319,346000.0,2014-05-26 00:00:00,4.0,2.5,2100,3916,2.0,0,0,3,2100,0,2009,0,355,32,36,0,2009,1
1320,172500.0,2014-05-26 00:00:00,3.0,1.0,1140,8800,1.0,0,0,3,1140,0,1972,2002,3405,1,0,0,2002,1
1321,379950.0,2014-05-26 00:00:00,3.0,1.5,1690,9144,1.0,0,0,4,1140,550,1956,0,3808,17,16,0,1956,1
1322,468000.0,2014-05-27 00:00:00,2.0,1.0,1160,6000,1.0,0,0,4,860,300,1942,1982,2672,35,54,0,1982,1
1323,477000.0,2014-05-27 00:00:00,4.0,2.75,1720,6270,2.0,0,0,3,1720,0,1978,0,3499,35,57,0,1978,1
1324,529000.0,2014-05-27 00:00:00,3.0,1.0,1210,3328,1.5,0,0,4,1210,0,1924,0,3680,35,50,0,1924,1
1325,312000.0,2014-05-27 00:00:00,3.0,1.5,1255,1374,3.0,0,0,3,1255,0,2004,2003,360,35,60,0,2003,1
1326,326100.0,2014-05-27 00:00:00,2.0,1.0,880,7683,1.0,0,0,3,880,0,1942,1999,359,35,70,0,1999,1
1327,360000.0,2014-05-27 00:00:00,3.0,1.0,1050,9206,1.5,0,0,3,1050,0,1954,2005,169,35,60,0,2005,1
1328,438000.0,2014-05-27 00:00:00,3.0,1.75,1650,12940,1.0,0,0,4,1650,0,1961,2001,1487,17,16,0,2001,1
1329,360000.0,2014-05-27 00:00:00,3.0,1.0,1570,9467,1.0,0,0,3,1570,0,1954,2005,1564,36,70,0,2005,1
1330,1050000.0,2014-05-27 00:00:00,4.0,2.5,2920,7200,1.0,0,3,3,1470,1450,1921,2006,2852,35,64,0,2006,1
1331,688000.0,2014-05-27 00:00:00,4.0,3.0,3000,4000,1.5,0,3,3,1970,1030,1913,2014,2715,35,64,0,2014,1
1332,585000.0,2014-05-27 00:00:00,3.0,1.75,1850,7735,1.0,0,0,4,1850,0,1983,0,3365,16,15,0,1983,1
1333,265000.0,2014-05-27 00:00:00,3.0,2.5,1440,7741,1.0,0,0,4,1000,440,1983,0,216,18,19,0,1983,1
1334,375000.0,2014-05-27 00:00:00,3.0,1.75,1440,8775,1.0,0,0,3,1440,0,1973,2013,748,19,22,0,2013,1
1335,326500.0,2014-05-27 00:00:00,3.0,1.0,1810,12375,2.0,0,0,3,1810,0,1970,2014,1092,42,41,0,2014,1
1336,160000.0,2014-05-27 00:00:00,2.0,1.0,1180,9350,1.0,0,0,3,1180,0,1918,0,583,35,71,0,1918,1
1337,1570000.0,2014-05-27 00:00:00,4.0,3.75,3070,5850,2.0,0,0,5,2400,670,1927,0,1039,35,53,0,1927,1
1338,735000.0,2014-05-27 00:00:00,5.0,2.75,3390,5211,2.0,0,0,3,3390,0,2004,2003,4523,33,43,0,2003,1
1339,400000.0,2014-05-27 00:00:00,2.0,1.0,1470,6120,1.0,0,0,2,1470,0,1940,0,3020,35,54,0,1940,1
1340,800000.0,2014-05-27 00:00:00,4.0,2.5,2680,7200,1.0,0,0,3,1380,1300,1952,2013,336,19,21,0,2013,1
1341,949880.0,2014-05-27 00:00:00,4.0,2.25,2290,10687,2.0,0,0,3,2290,0,1978,0,114,3,3,0,1978,1
1342,405000.0,2014-05-27 00:00:00,3.0,1.75,1980,8100,1.0,0,0,4,1310,670,1949,1985,1978,36,62,0,1985,1
1343,399000.0,2014-05-27 00:00:00,4.0,2.5,2870,9292,2.0,0,0,3,2540,330,1979,2014,1251,32,36,0,2014,1
1344,730001.0,2014-05-27 00:00:00,3.0,2.0,1840,4750,1.0,0,0,5,1010,830,1951,0,4071,35,56,0,1951,1
1345,1795000.0,2014-05-27 00:00:00,4.0,3.25,4060,13000,2.0,0,3,3,4060,0,2000,0,3858,23,25,0,2000,1
1346,260000.0,2014-05-27 00:00:00,3.0,2.0,1630,8018,1.0,0,0,3,1630,0,2003,0,2634,28,28,0,2003,1
1347,751750.0,2014-05-27 00:00:00,2.0,2.0,1880,5400,1.5,0,0,3,1880,0,1902,0,3502,35,53,0,1902,1
1348,325000.0,2014-05-27 00:00:00,3.0,1.75,1780,13095,1.0,0,0,4,1780,0,1983,0,2293,18,26,0,1983,1
1349,344950.0,2014-05-27 00:00:00,4.0,2.0,2330,6250,1.0,0,0,4,1400,930,1941,1998,3254,18,18,0,1998,1
1350,457500.0,2014-05-27 00:00:00,3.0,1.75,1840,4030,1.0,0,0,5,1050,790,1925,0,1183,35,51,0,1925,1
1351,389000.0,2014-05-27 00:00:00,5.0,2.0,2330,10750,1.0,0,0,4,1190,1140,1962,0,885,17,16,0,1962,1
1352,515000.0,2014-05-27 00:00:00,4.0,2.5,3200,6473,2.0,0,0,3,3200,0,2005,0,3514,32,37,0,2005,1
1353,732000.0,2014-05-27 00:00:00,3.0,2.5,2330,1987,2.0,0,4,3,1410,920,2004,2003,3707,35,50,0,2003,1
1354,415000.0,2014-05-27 00:00:00,3.0,2.25,1950,8868,1.0,0,0,3,1350,600,1964,2000,1042,36,67,0,2000,1
1355,1655000.0,2014-05-27 00:00:00,4.0,3.5,3080,4815,2.0,0,3,3,2300,780,1937,2009,2118,35,74,0,2009,1
1356,535000.0,2014-05-27 00:00:00,2.0,1.0,1040,5527,1.0,0,0,3,1040,0,1951,1994,3806,35,54,0,1994,1
1357,540000.0,2014-05-27 00:00:00,4.0,4.25,1960,3565,2.0,0,0,3,1960,0,1940,2003,1782,35,55,0,2003,1
1358,525000.0,2014-05-27 00:00:00,5.0,3.0,2750,3800,1.5,0,0,5,1750,1000,1926,0,4024,35,54,0,1926,1
1359,570000.0,2014-05-27 00:00:00,3.0,1.75,1930,36210,1.0,0,0,3,1930,0,1977,2004,1104,42,41,0,2004,1
1360,569950.0,2014-05-27 00:00:00,5.0,4.5,4850,40902,2.0,0,0,3,4850,0,2001,0,2670,14,13,0,2001,1
1361,283200.0,2014-05-27 00:00:00,4.0,2.5,1982,6406,2.0,0,0,3,1982,0,2004,2003,2326,18,18,0,2003,1
1362,1100000.0,2014-05-27 00:00:00,3.0,2.75,2640,4050,1.5,0,0,5,1750,890,1926,0,1046,35,53,0,1926,1
1363,830000.0,2014-05-27 00:00:00,4.0,2.5,1850,50662,1.0,0,0,3,1430,420,1978,0,3456,31,31,0,1978,1
1364,495000.0,2014-05-27 00:00:00,4.0,2.25,1940,9144,1.0,0,0,4,1430,510,1956,0,1421,3,6,0,1956,1
1365,292050.0,2014-05-27 00:00:00,5.0,3.0,2840,7199,1.0,0,0,3,1710,1130,2003,0,174,40,71,0,2003,1
1366,415000.0,2014-05-27 00:00:00,5.0,1.5,1900,10226,1.0,0,0,3,1130,770,1961,2004,4268,19,22,0,2004,1
1367,295832.0,2014-05-27 00:00:00,5.0,1.0,1410,6400,1.0,0,0,5,960,450,1955,0,1686,10,73,0,1955,1
1368,450000.0,2014-05-27 00:00:00,4.0,2.5,2520,8515,2.0,0,0,3,2520,0,1999,0,2470,11,11,0,1999,1
1369,1381000.0,2014-05-27 00:00:00,4.0,3.75,3160,9525,2.5,0,0,3,3160,0,1997,0,3366,23,25,0,1997,1
1370,857000.0,2014-05-27 00:00:00,4.0,3.0,3720,29043,2.0,0,0,3,3720,0,1991,0,55,19,21,0,1991,1
1371,499950.0,2014-05-27 00:00:00,3.0,3.5,1820,1501,2.0,0,0,3,1430,390,2014,0,3942,35,64,0,2014,1
1372,465000.0,2014-05-27 00:00:00,3.0,2.0,1560,8640,1.0,0,0,5,1560,0,1967,0,853,19,22,0,1967,1
1373,329000.0,2014-05-27 00:00:00,3.0,1.0,1600,5952,1.0,0,0,4,1150,450,1964,0,4158,35,49,0,1964,1
1374,475000.0,2014-05-27 00:00:00,3.0,2.0,1230,11502,1.0,0,0,4,1230,0,1984,0,1117,31,31,0,1984,1
1375,255000.0,2014-05-27 00:00:00,3.0,1.0,960,8100,1.0,0,0,3,960,0,1955,2005,1696,36,67,0,2005,1
1376,435000.0,2014-05-27 00:00:00,3.0,1.0,1270,4000,1.5,0,2,3,1270,0,1928,1954,3017,35,61,0,1954,1
